CombinationOrder,Seg,Point,ID,Tag No.,Type,Combination,Nominal,GlobalFX,GlobalFY,GlobalFZ,GlobalFR,GlobalDX,GlobalDY,GlobalDZ,GlobalDR,LocalDir1,Force1,Disp1,Gap1,LocalDir2,Force2,Disp2,Gap2,LocalDir3,Force3,Disp3,Gap3,Stiffness,Friction,ColdLoad,CoordX,CoordY,CoordZ
18,Q,Q22,Q22  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,10,49,9,50,0.878,0.06,0.126,0.889,down,49,0.06,0,left,9,0.126,0.06,back,10,0.878,0,10000000000,0.3,0,-93.14,2.16,7.19
19,Q,Q22,Q22  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,10,49,9,50,0.901,0.06,0.138,0.913,down,49,0.06,0,left,9,0.138,0.06,back,10,0.901,0,10000000000,0.3,0,-93.14,2.16,7.19
15,R,R01,R01  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-359,0,359,-0.139,0,0.057,0.15,down,359,0,0,left,0,0.057,0.06,forw,0,0.139,0,10000000000,0.3,0,-90.72,4.16,7.19
16,R,R01,R01  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,2,-421,-68,427,-0.139,0,0.057,0.15,down,421,0,0,rght,68,-0.057,0.06,back,2,-0.139,0,10000000000,0.3,0,-90.72,4.16,7.19
17,R,R01,R01  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,2,437,96,447,0.162,0,0.059,0.173,down,437,0,0,left,96,0.059,0.06,back,2,0.162,0,10000000000,0.3,0,-90.72,4.16,7.19
18,R,R01,R01  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,2,444,77,450,0.811,0,0.059,0.813,down,444,0,0,left,77,0.059,0.06,back,2,0.811,0,10000000000,0.3,0,-90.72,4.16,7.19
19,R,R01,R01  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,2,444,105,456,0.833,0,0.061,0.836,down,444,0,0,left,105,0.061,0.06,back,2,0.833,0,10000000000,0.3,0,-90.72,4.16,7.19
15,R,R02,R02  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,78,1,78,-0.139,0.06,0.06,0.163,up,78,0.06,0.06,left,1,0.06,0.06,forw,0,0.139,0,10000000000,0.3,0,-93.04,4.16,7.19
16,R,R02,R02  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,40,106,28,117,-0.136,0.06,0.06,0.16,up,106,0.06,0.06,left,28,0.06,0.06,back,40,-0.136,0,10000000000,0.3,0,-93.04,4.16,7.19
17,R,R02,R02  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,40,110,29,120,0.159,0.06,0.073,0.185,down,110,0.06,0,left,29,0.073,0.06,back,40,0.159,0,10000000000,0.3,0,-93.04,4.16,7.19
18,R,R02,R02  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,40,147,29,155,0.808,0.06,0.143,0.822,down,147,0.06,0,left,29,0.143,0.06,back,40,0.808,0,10000000000,0.3,0,-93.04,4.16,7.19
19,R,R02,R02  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,40,147,29,155,0.83,0.06,0.156,0.847,down,147,0.06,0,left,29,0.156,0.06,back,40,0.83,0,10000000000,0.3,0,-93.04,4.16,7.19
15,S,S06,S06  1,,Rod Hgr,COLD,4,0,-415,0,415,0.023,0,-0.013,0.027,down,415,0,0,#NAME?,0,0.013,0,#NAME?,0,0.023,0,10000000000,0,0,-94.67,18.16,14.09
16,S,S06,S06  1,,Rod Hgr,OPERATING,4,0,-442,0,442,0.128,0,-0.016,0.129,down,442,0,0,#NAME?,0,0.016,0,#NAME?,0,0.128,0,10000000000,0,0,-94.67,18.16,14.09
17,S,S06,S06  1,,Rod Hgr,OPERATING + E/W SEISMIC,4,0,530,0,530,0.131,0,0.227,0.262,down,530,0,0,#NAME?,0,0.227,0,#NAME?,0,0.131,0,10000000000,0,0,-94.67,18.16,14.09
18,S,S06,S06  1,,Rod Hgr,OPERATING + N/S SEISMIC,4,0,528,0,528,0.204,0,0.041,0.208,down,528,0,0,#NAME?,0,0.041,0,#NAME?,0,0.204,0,10000000000,0,0,-94.67,18.16,14.09
19,S,S06,S06  1,,Rod Hgr,OPERATING + ALL SEISMIC,4,0,601,0,601,0.206,0,0.251,0.325,down,601,0,0,#NAME?,0,0.251,0,#NAME?,0,0.206,0,10000000000,0,0,-94.67,18.16,14.09
15,S,S06,S06  2,ADDED N/W SEISMIC RESTRAINT,Inclined,COLD,4,0,0,0,0,0.023,0,-0.013,0.027,forw,0,0.023,0.13,d-fr,0,0,0,l-fr,0,0.013,0,10000000000,0,0,-94.67,18.16,14.09
16,S,S06,S06  2,ADDED N/W SEISMIC RESTRAINT,Inclined,OPERATING,4,0,0,0,0,0.128,0,-0.016,0.129,forw,0,0.128,0.13,d-fr,0,0,0,l-fr,0,0.016,0,10000000000,0,0,-94.67,18.16,14.09
17,S,S06,S06  2,ADDED N/W SEISMIC RESTRAINT,Inclined,OPERATING + E/W SEISMIC,4,0,0,0,0,0.131,0,0.227,0.262,back,0,0.131,0.13,d-fr,0,0,0,l-fr,0,0.227,0,10000000000,0,0,-94.67,18.16,14.09
18,S,S06,S06  2,ADDED N/W SEISMIC RESTRAINT,Inclined,OPERATING + N/S SEISMIC,4,120,0,0,120,0.204,0,0.041,0.208,back,120,0.204,0.13,d-fr,0,0,0,l-fr,0,0.041,0,10000000000,0,0,-94.67,18.16,14.09
19,S,S06,S06  2,ADDED N/W SEISMIC RESTRAINT,Inclined,OPERATING + ALL SEISMIC,4,120,0,0,120,0.206,0,0.251,0.325,back,120,0.206,0.13,d-fr,0,0,0,l-fr,0,0.251,0,10000000000,0,0,-94.67,18.16,14.09
15,S,S07,S07  1,,Rod Hgr,COLD,4,0,0,0,0,0.02,0.011,-0.013,0.026,up,0,0.011,100,#NAME?,0,0.013,0,#NAME?,0,0.02,0,10000000000,0,0,-94.67,18.16,18.08
16,S,S07,S07  1,,Rod Hgr,OPERATING,4,0,0,0,0,0.124,0.011,-0.021,0.126,up,0,0.011,100,#NAME?,0,0.021,0,#NAME?,0,0.124,0,10000000000,0,0,-94.67,18.16,18.08
17,S,S07,S07  1,,Rod Hgr,OPERATING + E/W SEISMIC,4,0,60,0,60,0.135,0.019,0.232,0.269,down,60,0.019,0,#NAME?,0,0.232,0,#NAME?,0,0.135,0,10000000000,0,0,-94.67,18.16,18.08
18,S,S07,S07  1,,Rod Hgr,OPERATING + N/S SEISMIC,4,0,0,0,0,0.213,0.019,0.046,0.219,down,0,0.019,0,#NAME?,0,0.046,0,#NAME?,0,0.213,0,10000000000,0,0,-94.67,18.16,18.08
19,S,S07,S07  1,,Rod Hgr,OPERATING + ALL SEISMIC,4,0,60,0,60,0.223,0.026,0.256,0.341,down,60,0.026,0,#NAME?,0,0.256,0,#NAME?,0,0.223,0,10000000000,0,0,-94.67,18.16,18.08
15,S,S08,S08  1,,Rod Hgr,COLD,4,0,-125,0,125,0.007,0,-0.013,0.015,down,125,0,0,#NAME?,0,0.013,0,#NAME?,0,0.007,0,10000000000,0,0,-94.67,18.16,26.06
16,S,S08,S08  1,,Rod Hgr,OPERATING,4,0,-124,0,124,0.106,0,-0.031,0.11,down,124,0,0,#NAME?,0,0.031,0,#NAME?,0,0.106,0,10000000000,0,0,-94.67,18.16,26.06
17,S,S08,S08  1,,Rod Hgr,OPERATING + E/W SEISMIC,4,0,145,0,145,0.124,0,0.242,0.272,down,145,0,0,#NAME?,0,0.242,0,#NAME?,0,0.124,0,10000000000,0,0,-94.67,18.16,26.06
18,S,S08,S08  1,,Rod Hgr,OPERATING + N/S SEISMIC,4,0,150,0,150,0.25,0,0.056,0.256,down,150,0,0,#NAME?,0,0.056,0,#NAME?,0,0.25,0,10000000000,0,0,-94.67,18.16,26.06
19,S,S08,S08  1,,Rod Hgr,OPERATING + ALL SEISMIC,4,0,166,0,166,0.267,0,0.266,0.377,down,166,0,0,#NAME?,0,0.266,0,#NAME?,0,0.267,0,10000000000,0,0,-94.67,18.16,26.06
15,S,S09,S09  1,,Rod Hgr,COLD,4,0,-155,0,155,-0.017,0,-0.013,0.021,down,155,0,0,#NAME?,0,0.013,0,#NAME?,0,0.017,0,10000000000,0,0,-94.67,18.16,34.08
16,S,S09,S09  1,,Rod Hgr,OPERATING,4,0,-154,0,154,0.067,0,-0.041,0.079,down,154,0,0,#NAME?,0,0.041,0,#NAME?,0,0.067,0,10000000000,0,0,-94.67,18.16,34.08
17,S,S09,S09  1,,Rod Hgr,OPERATING + E/W SEISMIC,4,0,167,0,167,0.086,0,0.252,0.266,down,167,0,0,#NAME?,0,0.252,0,#NAME?,0,0.086,0,10000000000,0,0,-94.67,18.16,34.08
18,S,S09,S09  1,,Rod Hgr,OPERATING + N/S SEISMIC,4,0,169,0,169,0.253,0,0.066,0.261,down,169,0,0,#NAME?,0,0.066,0,#NAME?,0,0.253,0,10000000000,0,0,-94.67,18.16,34.08
19,S,S09,S09  1,,Rod Hgr,OPERATING + ALL SEISMIC,4,0,177,0,177,0.27,0,0.276,0.386,down,177,0,0,#NAME?,0,0.276,0,#NAME?,0,0.27,0,10000000000,0,0,-94.67,18.16,34.08
15,S,S10,S10  1,,Rod Hgr,COLD,4,0,-115,0,115,-0.058,0,-0.013,0.059,down,115,0,0,#NAME?,0,0.013,0,#NAME?,0,0.058,0,10000000000,0,0,-94.67,18.16,42.08
16,S,S10,S10  1,,Rod Hgr,OPERATING,4,0,-127,0,127,0.004,0,-0.051,0.051,down,127,0,0,#NAME?,0,0.051,0,#NAME?,0,0.004,0,10000000000,0,0,-94.67,18.16,42.08
17,S,S10,S10  1,,Rod Hgr,OPERATING + E/W SEISMIC,4,0,134,0,134,0.016,0,0.262,0.263,down,134,0,0,#NAME?,0,0.262,0,#NAME?,0,0.016,0,10000000000,0,0,-94.67,18.16,42.08
18,S,S10,S10  1,,Rod Hgr,OPERATING + N/S SEISMIC,4,0,135,0,135,0.192,0,0.076,0.207,down,135,0,0,#NAME?,0,0.076,0,#NAME?,0,0.192,0,10000000000,0,0,-94.67,18.16,42.08
19,S,S10,S10  1,,Rod Hgr,OPERATING + ALL SEISMIC,4,0,137,0,137,0.203,0,0.286,0.351,down,137,0,0,#NAME?,0,0.286,0,#NAME?,0,0.203,0,10000000000,0,0,-94.67,18.16,42.08
15,S,S11,S11  1,,Rod Hgr,COLD,4,0,-52,0,52,-0.086,0,-0.013,0.087,down,52,0,0,#NAME?,0,0.013,0,#NAME?,0,0.086,0,10000000000,0,0,-94.67,18.16,46.08
16,S,S11,S11  1,,Rod Hgr,OPERATING,4,0,-3,0,3,-0.039,0,-0.055,0.068,down,3,0,0,#NAME?,0,0.055,0,#NAME?,0,0.039,0,10000000000,0,0,-94.67,18.16,46.08
17,S,S11,S11  1,,Rod Hgr,OPERATING + E/W SEISMIC,4,0,5,0,5,0.046,0,0.267,0.271,down,5,0,0,#NAME?,0,0.267,0,#NAME?,0,0.046,0,10000000000,0,0,-94.67,18.16,46.08
18,S,S11,S11  1,,Rod Hgr,OPERATING + N/S SEISMIC,4,0,41,0,41,0.221,0.001,0.081,0.236,down,41,0.001,0,#NAME?,0,0.081,0,#NAME?,0,0.221,0,10000000000,0,0,-94.67,18.16,46.08
19,S,S11,S11  1,,Rod Hgr,OPERATING + ALL SEISMIC,4,0,41,0,41,0.228,0.001,0.291,0.37,down,41,0.001,0,#NAME?,0,0.291,0,#NAME?,0,0.228,0,10000000000,0,0,-94.67,18.16,46.08
15,S,S12,S12  1,,Rod Hgr,COLD,4,0,-96,0,96,-0.13,0,-0.013,0.131,down,96,0,0,#NAME?,0,0.013,0,#NAME?,0,0.13,0,10000000000,0,0,-94.67,18.16,51.07
16,S,S12,S12  1,,Rod Hgr,OPERATING,4,0,-270,0,270,-0.105,0,-0.062,0.121,down,270,0,0,#NAME?,0,0.062,0,#NAME?,0,0.105,0,10000000000,0,0,-94.67,18.16,51.07
17,S,S12,S12  1,,Rod Hgr,OPERATING + E/W SEISMIC,4,0,276,0,276,0.105,0,0.273,0.293,down,276,0,0,#NAME?,0,0.273,0,#NAME?,0,0.105,0,10000000000,0,0,-94.67,18.16,51.07
18,S,S12,S12  1,,Rod Hgr,OPERATING + N/S SEISMIC,4,0,495,0,495,0.287,0,0.087,0.299,down,495,0,0,#NAME?,0,0.087,0,#NAME?,0,0.287,0,10000000000,0,0,-94.67,18.16,51.07
19,S,S12,S12  1,,Rod Hgr,OPERATING + ALL SEISMIC,4,0,496,0,496,0.287,0,0.298,0.413,down,496,0,0,#NAME?,0,0.298,0,#NAME?,0,0.287,0,10000000000,0,0,-94.67,18.16,51.07
15,S,S12,S12  2,ADDED N/W SEISMIC RESTRAINT,Inclined,COLD,4,-1,0,0,1,-0.13,0,-0.013,0.131,back,1,0.13,0.13,d-fr,0,0,0,l-fr,0,0.013,0,10000000000,0,0,-94.67,18.16,51.07
16,S,S12,S12  2,ADDED N/W SEISMIC RESTRAINT,Inclined,OPERATING,4,0,0,0,0,-0.105,0,-0.062,0.121,back,0,0.105,0.13,d-fr,0,0,0,l-fr,0,0.062,0,10000000000,0,0,-94.67,18.16,51.07
17,S,S12,S12  2,ADDED N/W SEISMIC RESTRAINT,Inclined,OPERATING + E/W SEISMIC,4,1,0,0,1,0.105,0,0.273,0.293,back,1,0.105,0.13,d-fr,0,0,0,l-fr,0,0.273,0,10000000000,0,0,-94.67,18.16,51.07
18,S,S12,S12  2,ADDED N/W SEISMIC RESTRAINT,Inclined,OPERATING + N/S SEISMIC,4,127,0,0,127,0.287,0,0.087,0.299,back,127,0.287,0.13,d-fr,0,0,0,l-fr,0,0.087,0,10000000000,0,0,-94.67,18.16,51.07
19,S,S12,S12  2,ADDED N/W SEISMIC RESTRAINT,Inclined,OPERATING + ALL SEISMIC,4,127,0,0,127,0.287,0,0.298,0.413,back,127,0.287,0.13,d-fr,0,0,0,l-fr,0,0.298,0,10000000000,0,0,-94.67,18.16,51.07
15,S,S15,S15  1,,Rod Hgr,COLD,4,0,-163,0,163,-0.135,0,-0.019,0.136,down,163,0,0,#NAME?,0,0.019,0,#NAME?,0,0.135,0,10000000000,0,0,-93.55,12.3,52.24
16,S,S15,S15  1,,Rod Hgr,OPERATING,4,0,0,0,0,-0.135,0.001,-0.077,0.155,up,0,0.001,100,#NAME?,0,0.077,0,#NAME?,0,0.135,0,10000000000,0,0,-93.55,12.3,52.24
17,S,S15,S15  1,,Rod Hgr,OPERATING + E/W SEISMIC,4,0,7,0,7,0.137,0.001,0.286,0.317,down,7,0.001,0,#NAME?,0,0.286,0,#NAME?,0,0.137,0,10000000000,0,0,-93.55,12.3,52.24
18,S,S15,S15  1,,Rod Hgr,OPERATING + N/S SEISMIC,4,0,119,0,119,0.509,0.008,0.116,0.523,down,119,0.008,0,#NAME?,0,0.116,0,#NAME?,0,0.509,0,10000000000,0,0,-93.55,12.3,52.24
19,S,S15,S15  1,,Rod Hgr,OPERATING + ALL SEISMIC,4,0,121,0,121,0.511,0.008,0.325,0.606,down,121,0.008,0,#NAME?,0,0.325,0,#NAME?,0,0.511,0,10000000000,0,0,-93.55,12.3,52.24
15,S,S16,S16  1,,Rod Hgr,COLD,4,0,-257,0,257,-0.135,0,0.102,0.169,down,257,0,0,#NAME?,0,0.102,0,#NAME?,0,0.135,0,10000000000,0,0,-85.53,12.3,52.24
16,S,S16,S16  1,,Rod Hgr,OPERATING,4,0,-349,0,349,-0.145,0,0.1,0.176,down,349,0,0,#NAME?,0,0.1,0,#NAME?,0,0.145,0,10000000000,0,0,-85.53,12.3,52.24
17,S,S16,S16  1,,Rod Hgr,OPERATING + E/W SEISMIC,4,0,424,0,424,0.147,0,0.315,0.348,down,424,0,0,#NAME?,0,0.315,0,#NAME?,0,0.147,0,10000000000,0,0,-85.53,12.3,52.24
18,S,S16,S16  1,,Rod Hgr,OPERATING + N/S SEISMIC,4,0,513,0,513,0.519,0,0.188,0.552,down,513,0,0,#NAME?,0,0.188,0,#NAME?,0,0.519,0,10000000000,0,0,-85.53,12.3,52.24
19,S,S16,S16  1,,Rod Hgr,OPERATING + ALL SEISMIC,4,0,576,0,576,0.521,0,0.402,0.658,down,576,0,0,#NAME?,0,0.402,0,#NAME?,0,0.521,0,10000000000,0,0,-85.53,12.3,52.24
15,S,S20,S20  1,,Rod Hgr,COLD,3,0,-172,0,172,-0.135,0,0.179,0.224,down,172,0,0,#NAME?,0,0.179,0,#NAME?,0,0.135,0,10000000000,0,0,-80.41,12.34,52.24
16,S,S20,S20  1,,Rod Hgr,OPERATING,3,0,-237,0,237,-0.152,0,0.205,0.255,down,237,0,0,#NAME?,0,0.205,0,#NAME?,0,0.152,0,10000000000,0,0,-80.41,12.34,52.24
17,S,S20,S20  1,,Rod Hgr,OPERATING + E/W SEISMIC,3,0,329,0,329,0.153,0,0.422,0.449,down,329,0,0,#NAME?,0,0.422,0,#NAME?,0,0.153,0,10000000000,0,0,-80.41,12.34,52.24
18,S,S20,S20  1,,Rod Hgr,OPERATING + N/S SEISMIC,3,0,255,0,255,0.526,0,0.333,0.622,down,255,0,0,#NAME?,0,0.333,0,#NAME?,0,0.526,0,10000000000,0,0,-80.41,12.34,52.24
19,S,S20,S20  1,,Rod Hgr,OPERATING + ALL SEISMIC,3,0,342,0,342,0.528,0,0.546,0.76,down,342,0,0,#NAME?,0,0.546,0,#NAME?,0,0.528,0,10000000000,0,0,-80.41,12.34,52.24
15,S,S32,S32  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-166,0,166,-0.396,0,0.024,0.397,down,166,0,0,left,0,0.024,0.06,forw,0,0.396,0,10000000000,0.3,0,-78.16,2.17,53
16,S,S32,S32  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,12,-66,-15,69,-0.393,0,0.02,0.394,down,66,0,0,rght,15,-0.02,0.06,back,12,-0.393,0,10000000000,0.3,0,-78.16,2.17,53
17,S,S32,S32  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,12,81,15,83,0.405,0,0.069,0.411,down,81,0,0,left,15,0.069,0.06,back,12,0.405,0,10000000000,0.3,0,-78.16,2.17,53
18,S,S32,S32  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,12,135,17,137,0.873,0,0.079,0.877,down,135,0,0,left,17,0.079,0.06,back,12,0.873,0,10000000000,0.3,0,-78.16,2.17,53
19,S,S32,S32  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,12,144,17,146,0.883,0,0.128,0.892,down,144,0,0,left,17,0.128,0.06,back,12,0.883,0,10000000000,0.3,0,-78.16,2.17,53
15,S,S38,S38  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,33,0,33,-0.396,0.06,-0.016,0.401,up,33,0.06,0.06,rght,0,0.016,0.06,forw,0,0.396,0,10000000000,0.3,0,-80.59,2.17,53
16,S,S38,S38  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,4,12,-1,13,-0.39,0.06,-0.017,0.395,up,12,0.06,0.06,rght,1,0.017,0.06,back,4,-0.39,0,10000000000,0.3,0,-80.59,2.17,53
17,S,S38,S38  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,4,16,15,22,0.402,0.06,0.05,0.409,down,16,0.06,0,left,15,0.05,0.06,back,4,0.402,0,10000000000,0.3,0,-80.59,2.17,53
18,S,S38,S38  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,4,37,1,37,0.87,0.066,0.046,0.873,down,37,0.066,0,left,1,0.046,0.06,back,4,0.87,0,10000000000,0.3,0,-80.59,2.17,53
19,S,S38,S38  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,4,39,15,42,0.879,0.066,0.077,0.885,down,39,0.066,0,left,15,0.077,0.06,back,4,0.879,0,10000000000,0.3,0,-80.59,2.17,53
15,T,T12,T12  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-53,0,53,-0.265,0,-0.042,0.268,down,53,0,0,rght,0,0.042,0.06,forw,0,0.265,0,10000000000,0.3,0,-85.04,2.16,53
16,T,T12,T12  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,2,-6,1,6,-0.252,0,-0.038,0.255,down,6,0,0,left,1,-0.038,0.06,back,2,-0.252,0,10000000000,0.3,0,-85.04,2.16,53
17,T,T12,T12  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,2,59,1,59,0.319,0,0.051,0.323,down,59,0,0,left,1,0.051,0.06,back,2,0.319,0,10000000000,0.3,0,-85.04,2.16,53
18,T,T12,T12  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,2,18,4,18,0.719,0,0.051,0.72,down,18,0,0,left,4,0.051,0.06,back,2,0.719,0,10000000000,0.3,0,-85.04,2.16,53
19,T,T12,T12  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,2,69,4,69,0.781,0,0.064,0.784,down,69,0,0,left,4,0.064,0.06,back,2,0.781,0,10000000000,0.3,0,-85.04,2.16,53
15,T,T18,T18  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,0,-8,8,-0.265,0.039,-0.06,0.274,up,0,0.039,0.06,rght,8,0.06,0.06,forw,0,0.265,0,10000000000,0.3,0,-87.48,2.16,53
16,T,T18,T18  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,2,-3,-11,11,-0.249,0.02,-0.06,0.257,down,3,-0.02,0,rght,11,0.06,0.06,back,2,-0.249,0,10000000000,0.3,0,-87.48,2.16,53
17,T,T18,T18  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,2,16,16,23,0.316,0.035,0.06,0.324,down,16,0.035,0,left,16,0.06,0.06,back,2,0.316,0,10000000000,0.3,0,-87.48,2.16,53
18,T,T18,T18  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,2,3,17,17,0.716,0.037,0.06,0.719,down,3,0.037,0,left,17,0.06,0.06,back,2,0.716,0,10000000000,0.3,0,-87.48,2.16,53
19,T,T18,T18  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,2,16,21,27,0.778,0.051,0.06,0.782,down,16,0.051,0,left,21,0.06,0.06,back,2,0.778,0,10000000000,0.3,0,-87.48,2.16,53
15,U,U01,U01  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-343,0,343,-0.336,0,0.06,0.341,down,343,0,0,left,0,0.06,0.06,forw,0,0.336,0,10000000000,0.3,0,-78.18,4.17,53
16,U,U01,U01  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-47,-380,22,384,-0.336,0,0.06,0.342,down,380,0,0,left,22,0.06,0.06,forw,47,0.336,0,10000000000,0.3,0,-78.18,4.17,53
17,U,U01,U01  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,47,436,78,445,0.348,0,0.06,0.353,down,436,0,0,left,78,0.06,0.06,back,47,0.348,0,10000000000,0.3,0,-78.18,4.17,53
18,U,U01,U01  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,47,432,22,435,0.802,0,0.135,0.813,down,432,0,0,left,22,0.135,0.06,back,47,0.802,0,10000000000,0.3,0,-78.18,4.17,53
19,U,U01,U01  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,47,472,78,481,0.812,0,0.135,0.823,down,472,0,0,left,78,0.135,0.06,back,47,0.812,0,10000000000,0.3,0,-78.18,4.17,53
15,U,U02,U02  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,66,0,66,-0.336,0.06,0.023,0.342,up,66,0.06,0.06,left,0,0.023,0.06,forw,0,0.336,0,10000000000,0.3,0,-80.5,4.17,53
16,U,U02,U02  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,17,57,-3,60,-0.334,0.06,0.022,0.34,up,57,0.06,0.06,rght,3,-0.022,0.06,back,17,-0.334,0,10000000000,0.3,0,-80.5,4.17,53
17,U,U02,U02  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,17,68,3,70,0.345,0.06,0.024,0.351,down,68,0.06,0,left,3,0.024,0.06,back,17,0.345,0,10000000000,0.3,0,-80.5,4.17,53
18,U,U02,U02  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,17,107,3,108,0.799,0.067,0.069,0.805,down,107,0.067,0,left,3,0.069,0.06,back,17,0.799,0,10000000000,0.3,0,-80.5,4.17,53
19,U,U02,U02  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,17,114,3,115,0.809,0.067,0.069,0.815,down,114,0.067,0,left,3,0.069,0.06,back,17,0.809,0,10000000000,0.3,0,-80.5,4.17,53
15,V,V01,V01  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-125,0,125,-0.232,0,-0.017,0.233,down,125,0,0,rght,0,0.017,0.06,forw,0,0.232,0,10000000000,0.3,0,-85.06,4.16,53
16,V,V01,V01  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,9,-71,-6,71,-0.232,0,-0.017,0.232,down,71,0,0,rght,6,0.017,0.06,back,9,-0.232,0,10000000000,0.3,0,-85.06,4.16,53
17,V,V01,V01  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,9,167,53,175,0.282,0,0.072,0.291,down,167,0,0,left,53,0.072,0.06,back,9,0.282,0,10000000000,0.3,0,-85.06,4.16,53
18,V,V01,V01  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,9,163,6,164,0.683,0,0.043,0.684,down,163,0,0,left,6,0.043,0.06,back,9,0.683,0,10000000000,0.3,0,-85.06,4.16,53
19,V,V01,V01  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,9,255,53,261,0.73,0,0.097,0.736,down,255,0,0,left,53,0.097,0.06,back,9,0.73,0,10000000000,0.3,0,-85.06,4.16,53
15,V,V02,V02  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,0,0,0,-0.232,0.037,-0.042,0.239,up,0,0.037,0.06,rght,0,0.042,0.06,forw,0,0.232,0,10000000000,0.3,0,-87.39,4.16,53
16,V,V02,V02  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,0,0,0,0,-0.229,0.024,-0.048,0.235,up,0,0.024,0.06,rght,0,0.048,0.06,forw,0,0.229,0,10000000000,0.3,0,-87.39,4.16,53
17,V,V02,V02  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,0,21,0,21,0.279,0.041,0.084,0.294,down,21,0.041,0,left,0,0.084,0.06,back,0,0.279,0,10000000000,0.3,0,-87.39,4.16,53
18,V,V02,V02  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,0,0,0,0,0.68,0.039,0.058,0.683,down,0,0.039,0,left,0,0.058,0.06,back,0,0.68,0,10000000000,0.3,0,-87.39,4.16,53
19,V,V02,V02  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,0,21,0,21,0.727,0.055,0.094,0.735,down,21,0.055,0,left,0,0.094,0.06,back,0,0.727,0,10000000000,0.3,0,-87.39,4.16,53
15,W,W16,W16  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-180,0,180,0.255,0,0.021,0.256,down,180,0,0,rght,0,0.021,0.06,forw,0,0.255,0,10000000000,0.3,0,-191.7,2.16,7.19
16,W,W16,W16  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-17,-58,3,60,0.248,0,0.023,0.249,down,58,0,0,rght,3,0.023,0.06,back,17,-0.248,0,10000000000,0.3,0,-191.7,2.16,7.19
