CombinationOrder,Seg,Point,ID,Tag No.,Type,Combination,Nominal,GlobalFX,GlobalFY,GlobalFZ,GlobalFR,GlobalDX,GlobalDY,GlobalDZ,GlobalDR,LocalDir1,Force1,Disp1,Gap1,LocalDir2,Force2,Disp2,Gap2,LocalDir3,Force3,Disp3,Gap3,Stiffness,Friction,ColdLoad,CoordX,CoordY,CoordZ
15,A,A06,A06  1,,Rod Hgr,COLD,12,0,-2028,0,2028,0.007,0,-0.003,0.008,down,2028,0,0,#NAME?,0,0.003,0,#NAME?,0,0.007,0,10000000000,0,0,-3.19,15.27,10.92
16,A,A06,A06  1,,Rod Hgr,OPERATING,12,0,-1996,0,1996,-0.031,0,-0.03,0.043,down,1996,0,0,#NAME?,0,0.03,0,#NAME?,0,0.031,0,10000000000,0,0,-3.19,15.27,10.92
17,A,A06,A06  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,2108,0,2108,0.052,0,0.069,0.086,down,2108,0,0,#NAME?,0,0.069,0,#NAME?,0,0.052,0,10000000000,0,0,-3.19,15.27,10.92
18,A,A06,A06  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,2184,0,2184,0.069,0,0.076,0.102,down,2184,0,0,#NAME?,0,0.076,0,#NAME?,0,0.069,0,10000000000,0,0,-3.19,15.27,10.92
19,A,A06,A06  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,2220,0,2220,0.09,0,0.114,0.145,down,2220,0,0,#NAME?,0,0.114,0,#NAME?,0,0.09,0,10000000000,0,0,-3.19,15.27,10.92
15,A,A07,A07  1,,Rod Hgr,COLD,12,0,0,0,0,0.007,0.003,-0.001,0.008,up,0,0.003,100,#NAME?,0,0.001,0,#NAME?,0,0.007,0,10000000000,0,0,-8.31,15.27,10.92
16,A,A07,A07  1,,Rod Hgr,OPERATING,12,0,0,0,0,-0.023,0.003,-0.046,0.051,up,0,0.003,100,#NAME?,0,0.046,0,#NAME?,0,0.023,0,10000000000,0,0,-8.31,15.27,10.92
17,A,A07,A07  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,0,0,0,0.043,0.003,0.105,0.114,down,0,0.003,0,#NAME?,0,0.105,0,#NAME?,0,0.043,0,10000000000,0,0,-8.31,15.27,10.92
18,A,A07,A07  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,0,0,0,0.061,0.004,0.127,0.14,down,0,0.004,0,#NAME?,0,0.127,0,#NAME?,0,0.061,0,10000000000,0,0,-8.31,15.27,10.92
19,A,A07,A07  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,0,0,0,0.081,0.004,0.186,0.203,down,0,0.004,0,#NAME?,0,0.186,0,#NAME?,0,0.081,0,10000000000,0,0,-8.31,15.27,10.92
15,A,A08,A08  1,,Rod Hgr,COLD,12,0,-958,0,958,0.007,0,0.002,0.007,down,958,0,0,#NAME?,0,0.002,0,#NAME?,0,0.007,0,10000000000,0,0,-15.27,15.27,10.92
16,A,A08,A08  1,,Rod Hgr,OPERATING,12,0,-1030,0,1030,-0.011,0,-0.065,0.065,down,1030,0,0,#NAME?,0,0.065,0,#NAME?,0,0.011,0,10000000000,0,0,-15.27,15.27,10.92
17,A,A08,A08  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1082,0,1082,0.032,0,0.147,0.151,down,1082,0,0,#NAME?,0,0.147,0,#NAME?,0,0.032,0,10000000000,0,0,-15.27,15.27,10.92
18,A,A08,A08  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1446,0,1446,0.05,0,0.182,0.188,down,1446,0,0,#NAME?,0,0.182,0,#NAME?,0,0.05,0,10000000000,0,0,-15.27,15.27,10.92
19,A,A08,A08  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1463,0,1463,0.07,0,0.264,0.273,down,1463,0,0,#NAME?,0,0.264,0,#NAME?,0,0.07,0,10000000000,0,0,-15.27,15.27,10.92
15,A,A09,A09  1,,Rod Hgr,COLD,12,0,-1714,0,1714,0.007,0,0.008,0.011,down,1714,0,0,#NAME?,0,0.008,0,#NAME?,0,0.007,0,10000000000,0,0,-27.8,15.27,10.92
16,A,A09,A09  1,,Rod Hgr,OPERATING,12,0,-1696,0,1696,0.009,0,-0.097,0.097,down,1696,0,0,#NAME?,0,0.097,0,#NAME?,0,0.009,0,10000000000,0,0,-27.8,15.27,10.92
17,A,A09,A09  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1909,0,1909,0.03,0,0.2,0.202,down,1909,0,0,#NAME?,0,0.2,0,#NAME?,0,0.03,0,10000000000,0,0,-27.8,15.27,10.92
18,A,A09,A09  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1808,0,1808,0.047,0,0.175,0.182,down,1808,0,0,#NAME?,0,0.175,0,#NAME?,0,0.047,0,10000000000,0,0,-27.8,15.27,10.92
19,A,A09,A09  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1957,0,1957,0.068,0,0.278,0.286,down,1957,0,0,#NAME?,0,0.278,0,#NAME?,0,0.068,0,10000000000,0,0,-27.8,15.27,10.92
15,A,A11,A11  1,ADDED N/S SEISMIC RESTRAINT,Inclined,COLD,12,0,0,0,0,0.01,-0.001,0.007,0.012,forw,0,0.01,0.13,d-fr,0,0.001,0,r-fr,0,0.007,0,10000000000,0,0,-29.46,12.19,10.92
16,A,A11,A11  1,ADDED N/S SEISMIC RESTRAINT,Inclined,OPERATING,12,0,0,0,0,0.009,0.005,-0.11,0.11,forw,0,0.009,0.13,u-fr,0,0.005,0,l-fr,0,0.11,0,10000000000,0,0,-29.46,12.19,10.92
17,A,A11,A11  1,ADDED N/S SEISMIC RESTRAINT,Inclined,OPERATING + E/W SEISMIC,12,0,0,0,0,0.028,0.006,0.203,0.205,back,0,0.028,0.13,d-fr,0,0.006,0,l-fr,0,0.203,0,10000000000,0,0,-29.46,12.19,10.92
18,A,A11,A11  1,ADDED N/S SEISMIC RESTRAINT,Inclined,OPERATING + N/S SEISMIC,12,2734,0,0,2734,0.093,0.017,0.148,0.175,back,2734,0.093,0.13,d-fr,0,0.017,0,l-fr,0,0.148,0,10000000000,0,0,-29.46,12.19,10.92
19,A,A11,A11  1,ADDED N/S SEISMIC RESTRAINT,Inclined,OPERATING + ALL SEISMIC,12,2734,0,0,2734,0.112,0.018,0.24,0.265,back,2734,0.112,0.13,d-fr,0,0.018,0,l-fr,0,0.24,0,10000000000,0,0,-29.46,12.19,10.92
15,A,A14,A14  1,,Rod Hgr,COLD,12,0,-1226,0,1226,0.015,0,0.006,0.016,down,1226,0,0,#NAME?,0,0.006,0,#NAME?,0,0.015,0,10000000000,0,0,-33.63,9.11,16.58
16,A,A14,A14  1,,Rod Hgr,OPERATING,12,0,-1225,0,1225,-0.005,0,-0.13,0.13,down,1225,0,0,#NAME?,0,0.13,0,#NAME?,0,0.005,0,10000000000,0,0,-33.63,9.11,16.58
17,A,A14,A14  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1454,0,1454,0.025,0,0.217,0.219,down,1454,0,0,#NAME?,0,0.217,0,#NAME?,0,0.025,0,10000000000,0,0,-33.63,9.11,16.58
18,A,A14,A14  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1414,0,1414,0.411,0,0.217,0.465,down,1414,0,0,#NAME?,0,0.217,0,#NAME?,0,0.411,0,10000000000,0,0,-33.63,9.11,16.58
19,A,A14,A14  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1597,0,1597,0.431,0,0.304,0.527,down,1597,0,0,#NAME?,0,0.304,0,#NAME?,0,0.431,0,10000000000,0,0,-33.63,9.11,16.58
15,A,A14,A14  2,ADDED E/W SEISMIC RESTRAINT,Inclined,COLD,12,0,0,0,0,0.015,0,0.006,0.016,forw,0,0.006,0.13,u-fr,0,0.015,0,l-fr,0,0,0,10000000000,0,0,-33.63,9.11,16.58
16,A,A14,A14  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING,12,0,0,-3,3,-0.005,0,-0.13,0.13,back,3,0.13,0.13,d-fr,0,0.005,0,l-fr,0,0,0,10000000000,0,0,-33.63,9.11,16.58
17,A,A14,A14  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING + E/W SEISMIC,12,0,0,433,433,0.025,0,0.217,0.219,back,433,0.217,0.13,d-fr,0,0.025,0,l-fr,0,0,0,10000000000,0,0,-33.63,9.11,16.58
18,A,A14,A14  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING + N/S SEISMIC,12,0,0,212,212,0.411,0,0.217,0.465,back,212,0.217,0.13,d-fr,0,0.411,0,l-fr,0,0,0,10000000000,0,0,-33.63,9.11,16.58
19,A,A14,A14  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING + ALL SEISMIC,12,0,0,641,641,0.431,0,0.304,0.527,back,641,0.304,0.13,d-fr,0,0.431,0,l-fr,0,0,0,10000000000,0,0,-33.63,9.11,16.58
15,A,A15,A15  1,,Rod Hgr,COLD,12,0,-1254,0,1254,0.015,0,0.012,0.019,down,1254,0,0,#NAME?,0,0.012,0,#NAME?,0,0.015,0,10000000000,0,0,-45.63,9.11,16.58
16,A,A15,A15  1,,Rod Hgr,OPERATING,12,0,-1218,0,1218,0.014,0,-0.121,0.122,down,1218,0,0,#NAME?,0,0.121,0,#NAME?,0,0.014,0,10000000000,0,0,-45.63,9.11,16.58
17,A,A15,A15  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1333,0,1333,0.034,0,0.227,0.23,down,1333,0,0,#NAME?,0,0.227,0,#NAME?,0,0.034,0,10000000000,0,0,-45.63,9.11,16.58
18,A,A15,A15  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1757,0,1757,0.421,0,0.382,0.568,down,1757,0,0,#NAME?,0,0.382,0,#NAME?,0,0.421,0,10000000000,0,0,-45.63,9.11,16.58
19,A,A15,A15  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1826,0,1826,0.44,0,0.487,0.657,down,1826,0,0,#NAME?,0,0.487,0,#NAME?,0,0.44,0,10000000000,0,0,-45.63,9.11,16.58
15,A,A16,A16  1,,Rod Hgr,COLD,12,0,-1073,0,1073,0.015,0,0.02,0.024,down,1073,0,0,#NAME?,0,0.02,0,#NAME?,0,0.015,0,10000000000,0,0,-57.63,9.11,16.58
16,A,A16,A16  1,,Rod Hgr,OPERATING,12,0,-1083,0,1083,0.033,0,-0.099,0.104,down,1083,0,0,#NAME?,0,0.099,0,#NAME?,0,0.033,0,10000000000,0,0,-57.63,9.11,16.58
17,A,A16,A16  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1140,0,1140,0.053,0,0.206,0.212,down,1140,0,0,#NAME?,0,0.206,0,#NAME?,0,0.053,0,10000000000,0,0,-57.63,9.11,16.58
18,A,A16,A16  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1256,0,1256,0.441,0,0.403,0.597,down,1256,0,0,#NAME?,0,0.403,0,#NAME?,0,0.441,0,10000000000,0,0,-57.63,9.11,16.58
19,A,A16,A16  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1274,0,1274,0.46,0,0.509,0.686,down,1274,0,0,#NAME?,0,0.509,0,#NAME?,0,0.46,0,10000000000,0,0,-57.63,9.11,16.58
15,A,A17,A17  1,,Rod Hgr,COLD,12,0,-1240,0,1240,0.015,0,0.026,0.03,down,1240,0,0,#NAME?,0,0.026,0,#NAME?,0,0.015,0,10000000000,0,0,-67.63,9.11,16.58
16,A,A17,A17  1,,Rod Hgr,OPERATING,12,0,-1237,0,1237,0.049,0,-0.074,0.089,down,1237,0,0,#NAME?,0,0.074,0,#NAME?,0,0.049,0,10000000000,0,0,-67.63,9.11,16.58
17,A,A17,A17  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1286,0,1286,0.069,0,0.157,0.172,down,1286,0,0,#NAME?,0,0.157,0,#NAME?,0,0.069,0,10000000000,0,0,-67.63,9.11,16.58
18,A,A17,A17  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1322,0,1322,0.457,0,0.345,0.573,down,1322,0,0,#NAME?,0,0.345,0,#NAME?,0,0.457,0,10000000000,0,0,-67.63,9.11,16.58
19,A,A17,A17  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1324,0,1324,0.477,0,0.427,0.64,down,1324,0,0,#NAME?,0,0.427,0,#NAME?,0,0.477,0,10000000000,0,0,-67.63,9.11,16.58
15,A,A18,A18  1,,Rod Hgr,COLD,12,0,-1501,0,1501,0.015,0,0.034,0.037,down,1501,0,0,#NAME?,0,0.034,0,#NAME?,0,0.015,0,10000000000,0,0,-81.63,9.11,16.58
16,A,A18,A18  1,,Rod Hgr,OPERATING,12,0,-1499,0,1499,0.072,0,-0.037,0.08,down,1499,0,0,#NAME?,0,0.037,0,#NAME?,0,0.072,0,10000000000,0,0,-81.63,9.11,16.58
17,A,A18,A18  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1566,0,1566,0.092,0,0.078,0.12,down,1566,0,0,#NAME?,0,0.078,0,#NAME?,0,0.092,0,10000000000,0,0,-81.63,9.11,16.58
18,A,A18,A18  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1568,0,1568,0.481,0,0.202,0.521,down,1568,0,0,#NAME?,0,0.202,0,#NAME?,0,0.481,0,10000000000,0,0,-81.63,9.11,16.58
19,A,A18,A18  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1579,0,1579,0.5,0,0.241,0.555,down,1579,0,0,#NAME?,0,0.241,0,#NAME?,0,0.5,0,10000000000,0,0,-81.63,9.11,16.58
15,A,A21,A21  1,,Rod Hgr,COLD,12,0,-1600,0,1600,0.015,0,0.042,0.044,down,1600,0,0,#NAME?,0,0.042,0,#NAME?,0,0.015,0,10000000000,0,0,-93.63,9.11,16.58
16,A,A21,A21  1,,Rod Hgr,OPERATING,12,0,-1587,0,1587,0.091,0,-0.007,0.091,down,1587,0,0,#NAME?,0,0.007,0,#NAME?,0,0.091,0,10000000000,0,0,-93.63,9.11,16.58
17,A,A21,A21  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1687,0,1687,0.111,0,0.071,0.132,down,1687,0,0,#NAME?,0,0.071,0,#NAME?,0,0.111,0,10000000000,0,0,-93.63,9.11,16.58
18,A,A21,A21  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1712,0,1712,0.501,0,0.071,0.505,down,1712,0,0,#NAME?,0,0.071,0,#NAME?,0,0.501,0,10000000000,0,0,-93.63,9.11,16.58
19,A,A21,A21  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1753,0,1753,0.52,0,0.133,0.537,down,1753,0,0,#NAME?,0,0.133,0,#NAME?,0,0.52,0,10000000000,0,0,-93.63,9.11,16.58
15,A,A21,A21  2,ADDED E/W SEISMIC RESTRAINT,Inclined,COLD,12,0,0,0,0,0.015,0,0.042,0.044,forw,0,0.042,0.13,u-fr,0,0.015,0,l-fr,0,0,0,10000000000,0,0,-93.63,9.11,16.58
16,A,A21,A21  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING,12,0,0,0,0,0.091,0,-0.007,0.091,back,0,0.007,0.13,u-fr,0,0.091,0,l-fr,0,0,0,10000000000,0,0,-93.63,9.11,16.58
17,A,A21,A21  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING + E/W SEISMIC,12,0,0,874,874,0.111,0,0.071,0.132,back,874,0.071,0.13,d-fr,0,0.111,0,l-fr,0,0,0,10000000000,0,0,-93.63,9.11,16.58
18,A,A21,A21  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING + N/S SEISMIC,12,0,0,132,132,0.501,0,0.071,0.505,back,132,0.071,0.13,d-fr,0,0.501,0,l-fr,0,0,0,10000000000,0,0,-93.63,9.11,16.58
19,A,A21,A21  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING + ALL SEISMIC,12,0,0,1006,1006,0.52,0,0.133,0.537,back,1006,0.133,0.13,d-fr,0,0.52,0,l-fr,0,0,0,10000000000,0,0,-93.63,9.11,16.58
15,A,A24,A24  1,,Rod Hgr,COLD,12,0,-1129,0,1129,0.015,0,0.048,0.05,down,1129,0,0,#NAME?,0,0.048,0,#NAME?,0,0.015,0,10000000000,0,0,-105.63,9.11,16.58
16,A,A24,A24  1,,Rod Hgr,OPERATING,12,0,-1127,0,1127,0.11,0,0.016,0.111,down,1127,0,0,#NAME?,0,0.016,0,#NAME?,0,0.11,0,10000000000,0,0,-105.63,9.11,16.58
17,A,A24,A24  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1186,0,1186,0.13,0,0.224,0.259,down,1186,0,0,#NAME?,0,0.224,0,#NAME?,0,0.13,0,10000000000,0,0,-105.63,9.11,16.58
18,A,A24,A24  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1205,0,1205,0.52,0,0.028,0.521,down,1205,0,0,#NAME?,0,0.028,0,#NAME?,0,0.52,0,10000000000,0,0,-105.63,9.11,16.58
19,A,A24,A24  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1221,0,1221,0.54,0,0.234,0.588,down,1221,0,0,#NAME?,0,0.234,0,#NAME?,0,0.54,0,10000000000,0,0,-105.63,9.11,16.58
15,A,A25,A25  1,,Rod Hgr,COLD,12,0,-1228,0,1228,0.015,0,0.054,0.056,down,1228,0,0,#NAME?,0,0.054,0,#NAME?,0,0.015,0,10000000000,0,0,-115.63,9.11,16.58
16,A,A25,A25  1,,Rod Hgr,OPERATING,12,0,-1228,0,1228,0.126,0,0.03,0.13,down,1228,0,0,#NAME?,0,0.03,0,#NAME?,0,0.126,0,10000000000,0,0,-115.63,9.11,16.58
17,A,A25,A25  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1288,0,1288,0.146,0,0.397,0.423,down,1288,0,0,#NAME?,0,0.397,0,#NAME?,0,0.146,0,10000000000,0,0,-115.63,9.11,16.58
18,A,A25,A25  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1282,0,1282,0.537,0,0.08,0.543,down,1282,0,0,#NAME?,0,0.08,0,#NAME?,0,0.537,0,10000000000,0,0,-115.63,9.11,16.58
19,A,A25,A25  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1297,0,1297,0.556,0,0.445,0.712,down,1297,0,0,#NAME?,0,0.445,0,#NAME?,0,0.556,0,10000000000,0,0,-115.63,9.11,16.58
15,A,A26,A26  1,,Rod Hgr,COLD,12,0,-1494,0,1494,0.015,0,0.061,0.063,down,1494,0,0,#NAME?,0,0.061,0,#NAME?,0,0.015,0,10000000000,0,0,-129.63,9.11,16.58
16,A,A26,A26  1,,Rod Hgr,OPERATING,12,0,-1495,0,1495,0.149,0,0.044,0.155,down,1495,0,0,#NAME?,0,0.044,0,#NAME?,0,0.149,0,10000000000,0,0,-129.63,9.11,16.58
17,A,A26,A26  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1612,0,1612,0.169,0,0.601,0.624,down,1612,0,0,#NAME?,0,0.601,0,#NAME?,0,0.169,0,10000000000,0,0,-129.63,9.11,16.58
18,A,A26,A26  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1557,0,1557,0.56,0,0.123,0.573,down,1557,0,0,#NAME?,0,0.123,0,#NAME?,0,0.56,0,10000000000,0,0,-129.63,9.11,16.58
19,A,A26,A26  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1618,0,1618,0.58,0,0.678,0.892,down,1618,0,0,#NAME?,0,0.678,0,#NAME?,0,0.58,0,10000000000,0,0,-129.63,9.11,16.58
15,A,A28,A28  1,,Rod Hgr,COLD,12,0,-1270,0,1270,0.015,0,0.067,0.069,down,1270,0,0,#NAME?,0,0.067,0,#NAME?,0,0.015,0,10000000000,0,0,-141.63,9.11,16.58
16,A,A28,A28  1,,Rod Hgr,OPERATING,12,0,-1272,0,1272,0.168,0,0.053,0.176,down,1272,0,0,#NAME?,0,0.053,0,#NAME?,0,0.168,0,10000000000,0,0,-141.63,9.11,16.58
17,A,A28,A28  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1366,0,1366,0.188,0,0.695,0.72,down,1366,0,0,#NAME?,0,0.695,0,#NAME?,0,0.188,0,10000000000,0,0,-141.63,9.11,16.58
18,A,A28,A28  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1323,0,1323,0.58,0,0.143,0.597,down,1323,0,0,#NAME?,0,0.143,0,#NAME?,0,0.58,0,10000000000,0,0,-141.63,9.11,16.58
19,A,A28,A28  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1370,0,1370,0.599,0,0.784,0.987,down,1370,0,0,#NAME?,0,0.784,0,#NAME?,0,0.599,0,10000000000,0,0,-141.63,9.11,16.58
15,A,A29,A29  1,,Rod Hgr,COLD,12,0,-1222,0,1222,0.015,0,0.073,0.074,down,1222,0,0,#NAME?,0,0.073,0,#NAME?,0,0.015,0,10000000000,0,0,-153.63,9.11,16.58
16,A,A29,A29  1,,Rod Hgr,OPERATING,12,0,-1222,0,1222,0.187,0,0.059,0.196,down,1222,0,0,#NAME?,0,0.059,0,#NAME?,0,0.187,0,10000000000,0,0,-153.63,9.11,16.58
17,A,A29,A29  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1277,0,1277,0.207,0,0.688,0.718,down,1277,0,0,#NAME?,0,0.688,0,#NAME?,0,0.207,0,10000000000,0,0,-153.63,9.11,16.58
18,A,A29,A29  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1268,0,1268,0.6,0,0.15,0.618,down,1268,0,0,#NAME?,0,0.15,0,#NAME?,0,0.6,0,10000000000,0,0,-153.63,9.11,16.58
19,A,A29,A29  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1278,0,1278,0.619,0,0.777,0.993,down,1278,0,0,#NAME?,0,0.777,0,#NAME?,0,0.619,0,10000000000,0,0,-153.63,9.11,16.58
15,A,A30,A30  1,,Rod Hgr,COLD,12,0,-1271,0,1271,0.015,0,0.078,0.08,down,1271,0,0,#NAME?,0,0.078,0,#NAME?,0,0.015,0,10000000000,0,0,-165.63,9.11,16.58
16,A,A30,A30  1,,Rod Hgr,OPERATING,12,0,-1271,0,1271,0.206,0,0.064,0.216,down,1271,0,0,#NAME?,0,0.064,0,#NAME?,0,0.206,0,10000000000,0,0,-165.63,9.11,16.58
17,A,A30,A30  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1319,0,1319,0.226,0,0.574,0.617,down,1319,0,0,#NAME?,0,0.574,0,#NAME?,0,0.226,0,10000000000,0,0,-165.63,9.11,16.58
18,A,A30,A30  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1318,0,1318,0.619,0,0.15,0.637,down,1318,0,0,#NAME?,0,0.15,0,#NAME?,0,0.619,0,10000000000,0,0,-165.63,9.11,16.58
19,A,A30,A30  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1319,0,1319,0.639,0,0.658,0.917,down,1319,0,0,#NAME?,0,0.658,0,#NAME?,0,0.639,0,10000000000,0,0,-165.63,9.11,16.58
15,A,A31,A31  1,,Rod Hgr,COLD,12,0,-1094,0,1094,0.015,0,0.084,0.085,down,1094,0,0,#NAME?,0,0.084,0,#NAME?,0,0.015,0,10000000000,0,0,-177.63,9.11,16.58
16,A,A31,A31  1,,Rod Hgr,OPERATING,12,0,-1095,0,1095,0.226,0,0.07,0.236,down,1095,0,0,#NAME?,0,0.07,0,#NAME?,0,0.226,0,10000000000,0,0,-177.63,9.11,16.58
17,A,A31,A31  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1143,0,1143,0.246,0,0.388,0.46,down,1143,0,0,#NAME?,0,0.388,0,#NAME?,0,0.246,0,10000000000,0,0,-177.63,9.11,16.58
18,A,A31,A31  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1138,0,1138,0.639,0,0.15,0.656,down,1138,0,0,#NAME?,0,0.15,0,#NAME?,0,0.639,0,10000000000,0,0,-177.63,9.11,16.58
19,A,A31,A31  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1146,0,1146,0.659,0,0.467,0.807,down,1146,0,0,#NAME?,0,0.467,0,#NAME?,0,0.659,0,10000000000,0,0,-177.63,9.11,16.58
15,A,A33,A33  1,,Rod Hgr,COLD,12,0,-1503,0,1503,0.015,0,0.088,0.089,down,1503,0,0,#NAME?,0,0.088,0,#NAME?,0,0.015,0,10000000000,0,0,-187.63,9.11,16.58
16,A,A33,A33  1,,Rod Hgr,OPERATING,12,0,-1505,0,1505,0.242,0,0.077,0.254,down,1505,0,0,#NAME?,0,0.077,0,#NAME?,0,0.242,0,10000000000,0,0,-187.63,9.11,16.58
17,A,A33,A33  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1575,0,1575,0.262,0,0.229,0.348,down,1575,0,0,#NAME?,0,0.229,0,#NAME?,0,0.262,0,10000000000,0,0,-187.63,9.11,16.58
18,A,A33,A33  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1567,0,1567,0.655,0,0.155,0.673,down,1567,0,0,#NAME?,0,0.155,0,#NAME?,0,0.655,0,10000000000,0,0,-187.63,9.11,16.58
19,A,A33,A33  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1581,0,1581,0.675,0,0.305,0.741,down,1581,0,0,#NAME?,0,0.305,0,#NAME?,0,0.675,0,10000000000,0,0,-187.63,9.11,16.58
15,A,A35,A35  1,,Rod Hgr,COLD,12,0,-1429,0,1429,0.015,0,0.094,0.095,down,1429,0,0,#NAME?,0,0.094,0,#NAME?,0,0.015,0,10000000000,0,0,-201.63,9.11,16.58
16,A,A35,A35  1,,Rod Hgr,OPERATING,12,0,-1430,0,1430,0.264,0,0.087,0.278,down,1430,0,0,#NAME?,0,0.087,0,#NAME?,0,0.264,0,10000000000,0,0,-201.63,9.11,16.58
17,A,A35,A35  1,,Rod Hgr,OPERATING + E/W SEISMIC,12,0,1485,0,1485,0.284,0,0.114,0.306,down,1485,0,0,#NAME?,0,0.114,0,#NAME?,0,0.284,0,10000000000,0,0,-201.63,9.11,16.58
18,A,A35,A35  1,,Rod Hgr,OPERATING + N/S SEISMIC,12,0,1483,0,1483,0.678,0,0.162,0.697,down,1483,0,0,#NAME?,0,0.162,0,#NAME?,0,0.678,0,10000000000,0,0,-201.63,9.11,16.58
19,A,A35,A35  1,,Rod Hgr,OPERATING + ALL SEISMIC,12,0,1486,0,1486,0.698,0,0.187,0.722,down,1486,0,0,#NAME?,0,0.187,0,#NAME?,0,0.698,0,10000000000,0,0,-201.63,9.11,16.58
15,A,A35,A35  2,ADDED E/W SEISMIC RESTRAINT,Inclined,COLD,12,0,0,0,0,0.015,0,0.094,0.095,forw,0,0.094,0.13,u-fr,0,0.015,0,l-fr,0,0,0,10000000000,0,0,-201.63,9.11,16.58
16,A,A35,A35  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING,12,0,0,0,0,0.264,0,0.087,0.278,forw,0,0.087,0.13,u-fr,0,0.264,0,l-fr,0,0,0,10000000000,0,0,-201.63,9.11,16.58
17,A,A35,A35  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING + E/W SEISMIC,12,0,0,876,876,0.284,0,0.114,0.306,back,876,0.114,0.13,d-fr,0,0.284,0,l-fr,0,0,0,10000000000,0,0,-201.63,9.11,16.58
18,A,A35,A35  2,ADDED E/W SEISMIC RESTRAINT,Inclined,OPERATING + N/S SEISMIC,12,0,0,0,0,0.678,0,0.162,0.697,back,0,0.162,0.13,d-fr,0,0.678,0,l-fr,0,0,0,10000000000,0,0,-201.63,9.11,16.58
