Seg,Point,Tag No.,Type,Combination,Nominal,GlobalFX,GlobalFY,GlobalFZ,GlobalFR,GlobalDX,GlobalDY,GlobalDZ,GlobalDR,LocalDir1,Force1,Disp1,Gap1
U,U78,,Rod Hgr,Gravity{1},4,0,110,0,110,0.002,0,0,0.002,down,110,0,0
U,U78,,Rod Hgr,COLD,4,0,110,0,110,0.002,0,0,0.002,down,110,0,0
U,U78,,Rod Hgr,Pressure 1{1},4,0,3,0,3,0.001,0,0,0.001,up,3,0,0
U,U79,,Rod Hgr,GT1P1{1},4,0,437,0,437,0.156,0,0.061,0.167,down,437,0,0
U,U79,,Rod Hgr,OPERATING,4,0,437,0,437,0.156,0,0.061,0.167,down,437,0,0
U,U79,,Rod Hgr,GT1{1},4,0,436,0,436,0.155,0,0.061,0.167,down,436,0,0
U,U79,,Rod Hgr,Thermal 1{1},4,0,370,0,370,0.153,0,0.061,0.165,down,370,0,0
U,U79,,Rod Hgr,COLD,4,0,66,0,66,0.002,0,0,0.002,down,66,0,0
U,U79,,Rod Hgr,Gravity{1},4,0,66,0,66,0.002,0,0,0.002,down,66,0,0
U,U79,,Rod Hgr,Pressure 1{1},4,0,2,0,2,0.001,0,0,0.001,down,2,0,0
U,U80,,Rod Hgr,COLD,4,0,171,0,171,0.001,0,0,0.001,down,171,0,0
U,U80,,Rod Hgr,Gravity{1},4,0,171,0,171,0.001,0,0,0.001,down,171,0,0
U,U80,,Rod Hgr,Thermal 1{1},4,0,128,0,128,0.2,0,0.04,0.204,up,128,0,0
U,U80,,Rod Hgr,GT1{1},4,0,43,0,43,0.202,0,0.04,0.206,down,43,0,0
U,U80,,Rod Hgr,OPERATING,4,0,42,0,42,0.203,0,0.04,0.206,down,42,0,0
U,U80,,Rod Hgr,GT1P1{1},4,0,42,0,42,0.203,0,0.04,0.206,down,42,0,0
U,U80,,Rod Hgr,Pressure 1{1},4,0,1,0,1,0.001,0,0,0.001,up,1,0,0
U,U81,,Rod Hgr,COLD,4,0,169,0,169,0.001,0,0.005,0.005,down,169,0,0
U,U81,,Rod Hgr,Gravity{1},4,0,169,0,169,0.001,0,0.005,0.005,down,169,0,0
U,U81,,Rod Hgr,OPERATING,4,0,148,0,148,0.405,0,0.203,0.453,down,148,0,0
U,U81,,Rod Hgr,GT1P1{1},4,0,148,0,148,0.405,0,0.203,0.453,down,148,0,0
U,U81,,Rod Hgr,GT1{1},4,0,148,0,148,0.403,0,0.202,0.451,down,148,0,0
U,U81,,Rod Hgr,Thermal 1{1},4,0,21,0,21,0.402,0,0.207,0.452,up,21,0,0
U,U81,,Rod Hgr,Pressure 1{1},4,0,0,0,0,0.002,0,0.001,0.002,up,0,0,0
U,U82,,Rod Hgr,GT1P1{1},4,0,272,0,272,0.304,0,0.154,0.341,down,272,0,0
U,U82,,Rod Hgr,OPERATING,4,0,272,0,272,0.304,0,0.154,0.341,down,272,0,0
U,U82,,Rod Hgr,GT1{1},4,0,272,0,272,0.303,0,0.153,0.339,down,272,0,0
U,U82,,Rod Hgr,COLD,4,0,243,0,243,0.001,0,0.002,0.003,down,243,0,0
U,U82,,Rod Hgr,Gravity{1},4,0,243,0,243,0.001,0,0.002,0.003,down,243,0,0
U,U82,,Rod Hgr,Thermal 1{1},4,0,30,0,30,0.301,0,0.156,0.339,down,30,0,0
U,U82,,Rod Hgr,Pressure 1{1},4,0,0,0,0,0.001,0,0.001,0.002,down,0,0,0
U,U83,,Rod Hgr,GT1{1},4,0,179,0,179,0.35,0,0.147,0.38,down,179,0,0
U,U83,,Rod Hgr,OPERATING,4,0,179,0,179,0.352,0,0.148,0.382,down,179,0,0
U,U83,,Rod Hgr,GT1P1{1},4,0,179,0,179,0.352,0,0.148,0.382,down,179,0,0
U,U83,,Rod Hgr,COLD,4,0,157,0,157,0.002,0,0.004,0.004,down,157,0,0
U,U83,,Rod Hgr,Gravity{1},4,0,157,0,157,0.002,0,0.004,0.004,down,157,0,0
U,U83,,Rod Hgr,Thermal 1{1},4,0,22,0,22,0.349,0,0.151,0.38,down,22,0,0
U,U83,,Rod Hgr,Pressure 1{1},4,0,0,0,0,0.002,0,0.001,0.002,down,0,0,0
U,U84,,Rod Hgr,OPERATING,4,0,192,0,192,0.247,0,0.113,0.272,down,192,0,0
U,U84,,Rod Hgr,GT1P1{1},4,0,192,0,192,0.247,0,0.113,0.272,down,192,0,0
U,U84,,Rod Hgr,GT1{1},4,0,192,0,192,0.246,0,0.113,0.27,down,192,0,0
U,U84,,Rod Hgr,Gravity{1},4,0,191,0,191,0.007,0,0.004,0.008,down,191,0,0
U,U84,,Rod Hgr,COLD,4,0,191,0,191,0.007,0,0.004,0.008,down,191,0,0
U,U84,,Rod Hgr,Thermal 1{1},4,0,0,0,0,0.239,0,0.109,0.263,down,0,0,0
U,U84,,Rod Hgr,Pressure 1{1},4,0,0,0,0,0.001,0,0.001,0.001,down,0,0,0
U,U85,,Rod Hgr,Gravity{1},4,0,196,0,196,0.001,0,0.004,0.004,down,196,0,0
U,U85,,Rod Hgr,COLD,4,0,196,0,196,0.001,0,0.004,0.004,down,196,0,0
U,U85,,Rod Hgr,GT1{1},4,0,187,0,187,0.144,0,0.061,0.156,down,187,0,0
U,U85,,Rod Hgr,GT1P1{1},4,0,187,0,187,0.145,0,0.061,0.157,down,187,0,0
U,U85,,Rod Hgr,OPERATING,4,0,187,0,187,0.145,0,0.061,0.157,down,187,0,0
U,U85,,Rod Hgr,Thermal 1{1},4,0,9,0,9,0.146,0,0.064,0.159,up,9,0,0
U,U85,,Rod Hgr,Pressure 1{1},4,0,0,0,0,0.001,0,0,0.001,up,0,0,0
U,U86,,Rod Hgr,GT1{1},4,0,184,0,184,0.081,0,0.026,0.085,down,184,0,0
U,U86,,Rod Hgr,Gravity{1},4,0,184,0,184,0.004,0,0.004,0.006,down,184,0,0
U,U86,,Rod Hgr,GT1P1{1},4,0,184,0,184,0.082,0,0.026,0.086,down,184,0,0
U,U86,,Rod Hgr,COLD,4,0,184,0,184,0.004,0,0.004,0.006,down,184,0,0
U,U86,,Rod Hgr,OPERATING,4,0,184,0,184,0.082,0,0.026,0.086,down,184,0,0
U,U86,,Rod Hgr,Pressure 1{1},4,0,0,0,0,0,0,0,0,down,0,0,0
U,U86,,Rod Hgr,Thermal 1{1},4,0,0,0,0,0.077,0,0.022,0.08,down,0,0,0
U,U87,,Rod Hgr,GT1P1{1},4,0,195,0,195,0.19,0,0.105,0.217,down,195,0,0
U,U87,,Rod Hgr,GT1{1},4,0,195,0,195,0.189,0,0.105,0.216,down,195,0,0
U,U87,,Rod Hgr,OPERATING,4,0,195,0,195,0.19,0,0.105,0.217,down,195,0,0
U,U87,,Rod Hgr,COLD,4,0,194,0,194,0.007,0,0.005,0.009,down,194,0,0
U,U87,,Rod Hgr,Gravity{1},4,0,194,0,194,0.007,0,0.005,0.009,down,194,0,0
U,U87,,Rod Hgr,Thermal 1{1},4,0,1,0,1,0.181,0,0.1,0.207,down,1,0,0
U,U87,,Rod Hgr,Pressure 1{1},4,0,0,0,0,0.001,0,0,0.001,down,0,0,0
U,U88,,Rod Hgr,OPERATING,4,0,178,0,178,0.104,0,0.011,0.105,down,178,0,0
U,U88,,Rod Hgr,GT1{1},4,0,178,0,178,0.104,0,0.011,0.104,down,178,0,0
U,U88,,Rod Hgr,GT1P1{1},4,0,178,0,178,0.104,0,0.011,0.105,down,178,0,0
U,U88,,Rod Hgr,Gravity{1},4,0,176,0,176,0.007,0,0.007,0.01,down,176,0,0
U,U88,,Rod Hgr,COLD,4,0,176,0,176,0.007,0,0.007,0.01,down,176,0,0
U,U88,,Rod Hgr,Thermal 1{1},4,0,1,0,1,0.096,0,0.018,0.098,down,1,0,0
U,U88,,Rod Hgr,Pressure 1{1},4,0,0,0,0,0,0,0,0,down,0,0,0
U,U89,,Rod Hgr,COLD,4,0,201,0,201,0.007,0,0.007,0.01,down,201,0,0
U,U89,,Rod Hgr,Gravity{1},4,0,201,0,201,0.007,0,0.007,0.01,down,201,0,0
U,U89,,Rod Hgr,GT1{1},4,0,194,0,194,0.019,0,0.156,0.157,down,194,0,0
U,U89,,Rod Hgr,GT1P1{1},4,0,194,0,194,0.019,0,0.157,0.158,down,194,0,0
U,U89,,Rod Hgr,OPERATING,4,0,194,0,194,0.019,0,0.157,0.158,down,194,0,0
U,U89,,Rod Hgr,Thermal 1{1},4,0,7,0,7,0.011,0,0.163,0.164,up,7,0,0
U,U89,,Rod Hgr,Pressure 1{1},4,0,0,0,0,0,0,0.001,0.001,up,0,0,0
U,U92,,Guide,Gravity{1},4,17,0,6,18,0,0.004,0,0.004,up,6,0,0
U,U92,,Guide,Thermal 1{1},4,47,0,63,78,0,0.049,0,0.049,down,63,0,0
U,U92,,Guide,GT1{1},4,64,0,57,85,0,0.045,0,0.045,down,57,0,0
U,U92,,Guide,GT1P1{1},4,64,0,57,86,0,0.045,0,0.045,down,57,0,0
U,U92,,Guide,COLD,4,17,0,6,18,0,0.004,0,0.004,up,6,0,0
U,U92,,Guide,OPERATING,4,64,0,57,86,0,0.045,0,0.045,down,57,0,0
U,U92,,Guide,Pressure 1{1},4,0,0,0,0,0,0,0,0,down,0,0,0
U,U93,,Rod Hgr,OPERATING,6,0,455,0,455,0.102,0,0.044,0.111,down,455,0,0
U,U93,,Rod Hgr,GT1P1{1},6,0,455,0,455,0.102,0,0.044,0.111,down,455,0,0
U,U93,,Rod Hgr,GT1{1},6,0,455,0,455,0.101,0,0.044,0.11,down,455,0,0
U,U93,,Rod Hgr,Gravity{1},6,0,362,0,362,0.007,0,0,0.007,down,362,0,0
U,U93,,Rod Hgr,COLD,6,0,362,0,362,0.007,0,0,0.007,down,362,0,0
U,U93,,Rod Hgr,Thermal 1{1},6,0,93,0,93,0.094,0,0.044,0.104,down,93,0,0
U,U93,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0.001,0,0,0.001,up,0,0,0
U,U94,,Rod Hgr,Gravity{1},6,0,388,0,388,0.007,0,0.001,0.007,down,388,0,0
U,U94,,Rod Hgr,COLD,6,0,388,0,388,0.007,0,0.001,0.007,down,388,0,0
U,U94,,Rod Hgr,GT1{1},6,0,351,0,351,0.202,0,0.027,0.204,down,351,0,0
U,U94,,Rod Hgr,GT1P1{1},6,0,351,0,351,0.203,0,0.027,0.205,down,351,0,0
U,U94,,Rod Hgr,OPERATING,6,0,351,0,351,0.203,0,0.027,0.205,down,351,0,0
U,U94,,Rod Hgr,Thermal 1{1},6,0,37,0,37,0.195,0,0.028,0.197,up,37,0,0
U,U94,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0.001,0,0,0.001,down,0,0,0
U,U95,,Rod Hgr,Gravity{1},6,0,358,0,358,0.007,0,0.002,0.007,down,358,0,0
U,U95,,Rod Hgr,COLD,6,0,358,0,358,0.007,0,0.002,0.007,down,358,0,0
U,U95,,Rod Hgr,GT1{1},6,0,348,0,348,0.282,0,0.039,0.285,down,348,0,0
U,U95,,Rod Hgr,OPERATING,6,0,348,0,348,0.284,0,0.04,0.287,down,348,0,0
U,U95,,Rod Hgr,GT1P1{1},6,0,348,0,348,0.284,0,0.04,0.287,down,348,0,0
U,U95,,Rod Hgr,Thermal 1{1},6,0,10,0,10,0.275,0,0.041,0.278,up,10,0,0
U,U95,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0.002,0,0,0.002,up,0,0,0
U,U96,,Rod Hgr,GT1P1{1},6,0,478,0,478,0.094,0,0.064,0.113,down,478,0,0
U,U96,,Rod Hgr,GT1{1},6,0,478,0,478,0.093,0,0.064,0.113,down,478,0,0
U,U96,,Rod Hgr,OPERATING,6,0,478,0,478,0.094,0,0.064,0.113,down,478,0,0
U,U96,,Rod Hgr,Gravity{1},6,0,446,0,446,0.004,0,0.004,0.005,down,446,0,0
U,U96,,Rod Hgr,COLD,6,0,446,0,446,0.004,0,0.004,0.005,down,446,0,0
U,U96,,Rod Hgr,Thermal 1{1},6,0,31,0,31,0.089,0,0.067,0.112,down,31,0,0
U,U96,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0.001,0,0,0.001,down,0,0,0
U,U97,,Rod Hgr,COLD,6,0,323,0,323,0.001,0,0.004,0.004,down,323,0,0
U,U97,,Rod Hgr,Gravity{1},6,0,323,0,323,0.001,0,0.004,0.004,down,323,0,0
U,U97,,Rod Hgr,OPERATING,6,0,305,0,305,0.115,0,0.151,0.19,down,305,0,0
U,U97,,Rod Hgr,GT1P1{1},6,0,305,0,305,0.115,0,0.151,0.19,down,305,0,0
U,U97,,Rod Hgr,GT1{1},6,0,305,0,305,0.115,0,0.15,0.189,down,305,0,0
U,U97,,Rod Hgr,Thermal 1{1},6,0,17,0,17,0.116,0,0.154,0.193,up,17,0,0
U,U97,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0.001,0,0.001,0.001,up,0,0,0
U,U98,,Rod Hgr,OPERATING,6,0,355,0,355,0.298,0,0.238,0.381,down,355,0,0
U,U98,,Rod Hgr,GT1P1{1},6,0,355,0,355,0.298,0,0.238,0.381,down,355,0,0
U,U98,,Rod Hgr,GT1{1},6,0,355,0,355,0.296,0,0.237,0.379,down,355,0,0
U,U98,,Rod Hgr,COLD,6,0,340,0,340,0.001,0,0.004,0.004,down,340,0,0
U,U98,,Rod Hgr,Gravity{1},6,0,340,0,340,0.001,0,0.004,0.004,down,340,0,0
U,U98,,Rod Hgr,Thermal 1{1},6,0,15,0,15,0.295,0,0.241,0.381,down,15,0,0
U,U98,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0.002,0,0.001,0.002,down,0,0,0
U,U99,,Rod Hgr,COLD,6,0,319,0,319,0.002,0,0.003,0.004,down,319,0,0
U,U99,,Rod Hgr,Gravity{1},6,0,319,0,319,0.002,0,0.003,0.004,down,319,0,0
U,U99,,Rod Hgr,GT1P1{1},6,0,306,0,306,0.357,0,0.299,0.465,down,306,0,0
U,U99,,Rod Hgr,GT1{1},6,0,306,0,306,0.355,0,0.297,0.463,down,306,0,0
U,U99,,Rod Hgr,OPERATING,6,0,306,0,306,0.357,0,0.299,0.465,down,306,0,0
U,U99,,Rod Hgr,Thermal 1{1},6,0,13,0,13,0.353,0,0.3,0.463,up,13,0,0
U,U99,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0.002,0,0.002,0.003,up,0,0,0
Y,Y01,,Rod Hgr,Gravity{1},12,0,1504,0,1504,0,0,0.001,0.001,down,1504,0,0
Y,Y01,,Rod Hgr,COLD,12,0,1504,0,1504,0,0,0.001,0.001,down,1504,0,0
Y,Y01,,Rod Hgr,GT1{1},12,0,1484,0,1484,0.184,0,0.516,0.548,down,1484,0,0
Y,Y01,,Rod Hgr,GT1P1{1},12,0,1484,0,1484,0.185,0,0.52,0.552,down,1484,0,0
Y,Y01,,Rod Hgr,OPERATING,12,0,1484,0,1484,0.185,0,0.52,0.552,down,1484,0,0
Y,Y01,,Rod Hgr,Thermal 1{1},12,0,21,0,21,0.184,0,0.515,0.546,up,21,0,0
Y,Y01,,Rod Hgr,Pressure 1{1},12,0,0,0,0,0.001,0,0.004,0.005,up,0,0,0
Y,Y16,,Rod Hgr,COLD,8,0,124,0,124,0.001,0,0.001,0.002,down,124,0,0
Y,Y16,,Rod Hgr,Gravity{1},8,0,124,0,124,0.001,0,0.001,0.002,down,124,0,0
Y,Y16,,Rod Hgr,OPERATING,8,0,103,0,103,0.437,0,0.464,0.637,down,103,0,0
Y,Y16,,Rod Hgr,GT1P1{1},8,0,103,0,103,0.437,0,0.464,0.637,down,103,0,0
Y,Y16,,Rod Hgr,GT1{1},8,0,103,0,103,0.433,0,0.46,0.632,down,103,0,0
Y,Y16,,Rod Hgr,Thermal 1{1},8,0,21,0,21,0.432,0,0.459,0.63,up,21,0,0
Y,Y16,,Rod Hgr,Pressure 1{1},8,0,0,0,0,0.003,0,0.004,0.005,up,0,0,0
Y,Y20,,Rod Hgr,GT1P1{1},8,0,563,0,563,0.1,0,0.013,0.101,down,563,0,0
Y,Y20,,Rod Hgr,OPERATING,8,0,563,0,563,0.1,0,0.013,0.101,down,563,0,0
Y,Y20,,Rod Hgr,GT1{1},8,0,562,0,562,0.099,0,0.013,0.1,down,562,0,0
Y,Y20,,Rod Hgr,Gravity{1},8,0,285,0,285,0,0,0,0,down,285,0,0
Y,Y20,,Rod Hgr,COLD,8,0,285,0,285,0,0,0,0,down,285,0,0
Y,Y20,,Rod Hgr,Thermal 1{1},8,0,278,0,278,0.099,0,0.013,0.1,down,278,0,0
Y,Y20,,Rod Hgr,Pressure 1{1},8,0,1,0,1,0.001,0,0,0.001,down,1,0,0
Y,Y21,,Rod Hgr,Thermal 1{1},6,0,79,0,79,0.029,0.029,0,0.041,up,79,0.029,10
Y,Y21,,Rod Hgr,Gravity{1},6,0,79,0,79,0,0,0,0,down,79,0,0
Y,Y21,,Rod Hgr,COLD,6,0,79,0,79,0,0,0,0,down,79,0,0
Y,Y21,,Rod Hgr,Pressure 1{1},6,0,0,0,0,0,0,0,0,up,0,0,10
Y,Y21,,Rod Hgr,OPERATING,6,0,0,0,0,0.03,0.029,0,0.041,up,0,0.029,10
Y,Y21,,Rod Hgr,GT1P1{1},6,0,0,0,0,0.03,0.029,0,0.041,up,0,0.029,10
Y,Y21,,Rod Hgr,GT1{1},6,0,0,0,0,0.029,0.029,0,0.041,up,0,0.029,10
Y,Y22,,Rod Hgr,OPERATING,8,0,1153,0,1153,0.058,0,0.005,0.059,down,1153,0,0
Y,Y22,,Rod Hgr,GT1P1{1},8,0,1153,0,1153,0.058,0,0.005,0.059,down,1153,0,0
Y,Y22,,Rod Hgr,GT1{1},8,0,1145,0,1145,0.058,0,0.005,0.058,down,1145,0,0
Y,Y22,,Rod Hgr,Thermal 1{1},8,0,870,0,870,0.058,0,0.005,0.058,down,870,0,0
Y,Y22,,Rod Hgr,COLD,8,0,275,0,275,0,0,0,0,down,275,0,0
Y,Y22,,Rod Hgr,Gravity{1},8,0,275,0,275,0,0,0,0,down,275,0,0
Y,Y22,,Rod Hgr,Pressure 1{1},8,0,8,0,8,0,0,0,0,down,8,0,0
Y,Y23,,Rod Hgr,OPERATING,8,0,551,0,551,0.484,0,0.397,0.626,down,551,0,0
Y,Y23,,Rod Hgr,GT1P1{1},8,0,551,0,551,0.484,0,0.397,0.626,down,551,0,0
Y,Y23,,Rod Hgr,GT1{1},8,0,551,0,551,0.48,0,0.393,0.621,down,551,0,0
Y,Y23,,Rod Hgr,COLD,8,0,520,0,520,0.002,0,0.001,0.002,down,520,0,0
Y,Y23,,Rod Hgr,Gravity{1},8,0,520,0,520,0.002,0,0.001,0.002,down,520,0,0
Y,Y23,,Rod Hgr,Thermal 1{1},8,0,31,0,31,0.478,0,0.392,0.619,down,31,0,0
Y,Y23,,Rod Hgr,Pressure 1{1},8,0,0,0,0,0.004,0,0.003,0.005,down,0,0,0
Y,Y24,,Rod Hgr,COLD,8,0,547,0,547,0.001,0,0,0.001,down,547,0,0
Y,Y24,,Rod Hgr,Gravity{1},8,0,547,0,547,0.001,0,0,0.001,down,547,0,0
Y,Y24,,Rod Hgr,GT1P1{1},8,0,425,0,425,0.151,0,0.026,0.154,down,425,0,0
Y,Y24,,Rod Hgr,OPERATING,8,0,425,0,425,0.151,0,0.026,0.154,down,425,0,0
Y,Y24,,Rod Hgr,GT1{1},8,0,425,0,425,0.15,0,0.026,0.152,down,425,0,0
Y,Y24,,Rod Hgr,Thermal 1{1},8,0,122,0,122,0.149,0,0.026,0.151,up,122,0,0
Y,Y24,,Rod Hgr,Pressure 1{1},8,0,1,0,1,0.002,0,0,0.002,up,1,0,0
Y,Y25,,Rod Hgr,Gravity{1},8,0,701,0,701,0.002,0,0,0.002,down,701,0,0
Y,Y25,,Rod Hgr,COLD,8,0,701,0,701,0.002,0,0,0.002,down,701,0,0
Y,Y25,,Rod Hgr,GT1{1},8,0,691,0,691,0.373,0,0.173,0.411,down,691,0,0
Y,Y25,,Rod Hgr,GT1P1{1},8,0,691,0,691,0.376,0,0.175,0.415,down,691,0,0
Y,Y25,,Rod Hgr,OPERATING,8,0,691,0,691,0.376,0,0.175,0.415,down,691,0,0
Y,Y25,,Rod Hgr,Thermal 1{1},8,0,10,0,10,0.371,0,0.173,0.41,up,10,0,0
Y,Y25,,Rod Hgr,Pressure 1{1},8,0,0,0,0,0.003,0,0.001,0.003,up,0,0,0
Y,Y26,,Rod Hgr,GT1{1},8,0,776,0,776,0.266,0,0.06,0.272,down,776,0,0
Y,Y26,,Rod Hgr,GT1P1{1},8,0,776,0,776,0.268,0,0.06,0.275,down,776,0,0
Y,Y26,,Rod Hgr,OPERATING,8,0,776,0,776,0.268,0,0.06,0.275,down,776,0,0
Y,Y26,,Rod Hgr,COLD,8,0,740,0,740,0.002,0,0,0.002,down,740,0,0
Y,Y26,,Rod Hgr,Gravity{1},8,0,740,0,740,0.002,0,0,0.002,down,740,0,0
Y,Y26,,Rod Hgr,Thermal 1{1},8,0,36,0,36,0.264,0,0.06,0.271,down,36,0,0
Y,Y26,,Rod Hgr,Pressure 1{1},8,0,0,0,0,0.002,0,0,0.002,down,0,0,0
